datetime,id,output_kW
2024-10-01 21:00:00+00:00,WT3,2300.0
2024-10-01 22:00:00+00:00,WT3,2300.0
2024-10-01 23:00:00+00:00,WT3,2300.0
2024-10-02 00:00:00+00:00,WT3,2300.0
2024-10-02 01:00:00+00:00,WT3,2300.0
2024-10-02 02:00:00+00:00,WT3,2300.0
2024-10-02 03:00:00+00:00,WT3,2300.0
2024-10-02 04:00:00+00:00,WT3,2300.0
2024-10-02 05:00:00+00:00,WT3,2300.0
2024-10-02 06:00:00+00:00,WT3,2300.0
2024-10-02 07:00:00+00:00,WT3,2300.0
2024-10-02 08:00:00+00:00,WT3,2300.0
2024-10-02 09:00:00+00:00,WT3,2300.0
2024-10-02 10:00:00+00:00,WT3,2300.0
2024-10-02 11:00:00+00:00,WT3,2300.0
2024-10-02 12:00:00+00:00,WT3,2300.0
2024-10-02 13:00:00+00:00,WT3,2300.0
2024-10-02 14:00:00+00:00,WT3,2300.0
2024-10-02 15:00:00+00:00,WT3,2300.0
